burn_events,date,mint_events,net_liquidity_change,pool_address,swap_events,total_liquidity_added,total_liquidity_removed,total_trading_volume
91,2024-06-29 00:00:00.000 UTC,78,-179234766297383551,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5126,33341560080839680291734,33341739315605977675285,16260025553321744819462
85,2024-06-28 00:00:00.000 UTC,93,524035750569209936,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6293,37173687506080156859005,37173163470329587649069,56785801371177821655525
80,2024-06-27 00:00:00.000 UTC,75,-1879363075851540881477,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5660,22708568756200537681995,24587931832052078563472,89685913358192559704273
72,2024-06-26 00:00:00.000 UTC,59,-15704153746581927991101,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5768,15109846922069113535256,30814000668651041526357,59668448778499403697126
59,2024-06-25 00:00:00.000 UTC,64,1882893681385326122247,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6866,25040263645395570094293,23157369964010243972046,81767618962216057679165
160,2024-06-24 00:00:00.000 UTC,141,-1880312356705924199952,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9974,32092637058387703377746,33972949415093627577698,242051702543355383761573
85,2024-06-23 00:00:00.000 UTC,66,1883607615044496909014,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6388,36198935698969066951057,34315328083924570042043,88235062943325759553821
73,2024-06-22 00:00:00.000 UTC,55,-512798627548547396,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5303,18461144428179543734845,18461657226807092282241,23403784722134636182610
72,2024-06-21 00:00:00.000 UTC,65,-161183943373364094,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6596,22264704762426597545805,22264865946369970909899,90152957890383890937242
42,2024-06-20 00:00:00.000 UTC,45,20421963416426646546,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6237,18420160401821243062637,18399738438404816416091,70574418072432448848340
67,2024-06-19 00:00:00.000 UTC,65,728651642131785648,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6818,24919739658519255494620,24919011006877123708972,68220574726146351311587
93,2024-06-18 00:00:00.000 UTC,90,-1396646681305555997,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,11434,26003119375547776608457,26004516022229082164454,109585777414415092572613
94,2024-06-17 00:00:00.000 UTC,81,897177547682095213,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7060,40457416578466479666352,40456519400918797571139,86686948676812498319480
84,2024-06-16 00:00:00.000 UTC,68,-7526050322177784991,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5525,22506502793908700932182,22514028844230878717173,39105865437019171629908
74,2024-06-15 00:00:00.000 UTC,67,2376696278137427188,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5228,20802026075172324853796,20799649378894187426608,40050567224291543904815
101,2024-06-14 00:00:00.000 UTC,92,-17177875666445551330,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6797,26061318872514852004236,26078496748181297555566,90622184411884094408369
78,2024-06-13 00:00:00.000 UTC,75,21894419684328276753,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6897,15929242825815746248076,15907348406131417971323,79282686158914228936055
81,2024-06-12 00:00:00.000 UTC,61,-23475857201862935062,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6189,19680457461062953135506,19703933318264816070568,84684472198034942894876
178,2024-06-11 00:00:00.000 UTC,161,-57976398272885489,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7741,41104355037040960668757,41104413013439233554246,105784421618958547863400
88,2024-06-10 00:00:00.000 UTC,81,21945685676576018700,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6126,41452822502734112800764,41430876817057536782064,69547883860821741863336
64,2024-06-09 00:00:00.000 UTC,79,3466853169965385017,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5138,38414454551590455115962,38410987698420489730945,21789645422753849712706
85,2024-06-08 00:00:00.000 UTC,89,146613126375678609,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5470,45267884310431331603281,45267737697304955924672,23904579174146908623577
70,2024-06-07 00:00:00.000 UTC,60,3264035739559511899,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5885,15129909237306072088047,15126645201566512576148,55288870711753519327586
58,2024-06-06 00:00:00.000 UTC,55,2427919453767302565,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5069,17532117519254050176646,17529689599800282874081,40908420901975024255201
53,2024-06-05 00:00:00.000 UTC,49,720183081469634769,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5511,15074445704569937080452,15073725521488467445683,50595523633135772351919
67,2024-06-04 00:00:00.000 UTC,59,-1704161781353907740,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5461,26334065098037516083315,26335769259818869991055,55117626895171131555273
63,2024-06-03 00:00:00.000 UTC,61,297847535478059245,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5146,23392913837363496185672,23392615989828018126427,49956882584976342836271
56,2024-06-02 00:00:00.000 UTC,50,-2598580896264175327,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4921,6275188172995751878901,6277786753892016054228,39403538024687025640276
72,2024-06-01 00:00:00.000 UTC,72,2883675881155834599,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5018,21668839021836821179422,21665955345955665344823,30448111013022777499876
85,2024-05-31 00:00:00.000 UTC,75,-1734426161400735416030,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5984,21649933888161722839862,23384360049562458255892,139043746170394727974786
103,2024-05-30 00:00:00.000 UTC,95,1733680418925435518871,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6096,41840399687693667899339,40106719268768232380468,108746644491041717686563
79,2024-05-29 00:00:00.000 UTC,89,-667775087293451354,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6863,24946020122958145985925,24946687898045439437279,266365329261690303198772
107,2024-05-28 00:00:00.000 UTC,108,545463515143496575,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6407,18787929216692510372339,18787383753177366875764,81170335051879486401904
127,2024-05-27 00:00:00.000 UTC,115,-939348007814727174,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6778,26096883686926413761458,26097823034934228488632,89804653030846949081640
137,2024-05-26 00:00:00.000 UTC,121,-1707007688193305165505,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7009,39802832107057770278020,41509839795251075443525,187856905216911519508704
79,2024-05-25 00:00:00.000 UTC,90,243238288251980799,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6046,22703630277662915274243,22703387039374663293444,41983147860352179545631
151,2024-05-24 00:00:00.000 UTC,140,1708696227688837857428,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7887,30098616432777660640767,28389920205088822783339,148175549215441607588435
202,2024-05-23 00:00:00.000 UTC,177,-911017644771949456,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9914,40613965306808107871620,40614876324452879821076,342803533428112808025380
142,2024-05-22 00:00:00.000 UTC,121,692902830793743111,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7854,40266581569338999709499,40265888666508205966388,142405022592953716242721
274,2024-05-21 00:00:00.000 UTC,220,-32642972996867258239,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9986,58298873714655284743384,58331516687652152001623,229847473412828807267589
208,2024-05-20 00:00:00.000 UTC,163,6822923649820565287,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9249,34851807822524139227588,34844984898874318662301,187721403539338181659089
117,2024-05-19 00:00:00.000 UTC,117,-2204355594704651959,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6377,29124347598035187387587,29126551953629892039546,40187369980718101855694
127,2024-05-18 00:00:00.000 UTC,111,-2660473012202349092,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6579,50252226987408426132108,50254887460420628481200,33687078690209801453947
179,2024-05-17 00:00:00.000 UTC,167,-1238790628865883354,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7345,56311048481094052429620,56312287271722918312974,67333315407527292507068
129,2024-05-16 00:00:00.000 UTC,131,-11028074453519193875,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7010,45889732700537423174050,45900760774990942367925,54951875892854634525626
128,2024-05-15 00:00:00.000 UTC,123,37687708068743575725,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7768,35736682011820553063387,35698994303751809487662,61399727554422817643608
156,2024-05-14 00:00:00.000 UTC,151,-628047483878124732,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7197,52874386854270050273075,52875014901753928397807,56470830906235560810875
127,2024-05-13 00:00:00.000 UTC,124,-1662139617302423753,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7194,40840524135983637925015,40842186275600940348768,50825996707497920133451
67,2024-05-12 00:00:00.000 UTC,76,-3583662948587506327,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5344,25180167185377593918859,25183750848326181425186,16845886966211361472724
87,2024-05-11 00:00:00.000 UTC,85,-4779333668864501382,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5159,22563240805111879723075,22568020138780744224457,29509496390525330654725
126,2024-05-10 00:00:00.000 UTC,115,-6991014056102180022,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7195,39249271952752849262553,39256262966808951442575,67766627198669767794268
123,2024-05-09 00:00:00.000 UTC,117,-12335887161889883792,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7661,50420271981945861383061,50432607869107751266853,59986168118052891975475
158,2024-05-08 00:00:00.000 UTC,148,-10579545122452380928,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7660,58665067820712108931967,58675647365834561312895,99815034158567307863260
104,2024-05-07 00:00:00.000 UTC,100,25972446384922494553,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7055,37602822288495779605809,37576849842110857111256,73092524017734220438532
110,2024-05-06 00:00:00.000 UTC,111,-353455126967648062,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7666,28962427559425026575436,28962781014551994223498,71482532755701804535225
84,2024-05-05 00:00:00.000 UTC,78,-19675702838395029568,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5914,27088920899299903495989,27108596602138298525557,48059139488056812960793
91,2024-05-04 00:00:00.000 UTC,88,23824880577572088217,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5921,23013670501362161955941,22989845620784589867724,41113149999245961950292
142,2024-05-03 00:00:00.000 UTC,124,1695494054536778031,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7007,32642361380319321625700,32640665886264784847669,64405290881913384921726
109,2024-05-02 00:00:00.000 UTC,117,4408823247410660655,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6960,28430726516779300984528,28426317693531890323873,105739251501883722252538
183,2024-05-01 00:00:00.000 UTC,184,-18774266366327569439,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9583,44323982701852801179266,44342756968219128748705,154041963136198766843290
157,2024-04-30 00:00:00.000 UTC,133,-2937404219370475230,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8333,33720958564100108152876,33723895968319478628106,113394926825365614777768
112,2024-04-29 00:00:00.000 UTC,109,8449370375529517468,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6490,20421147073520659407892,20412697703145129890424,85310830639587182152868
148,2024-04-28 00:00:00.000 UTC,129,6630691028654685552,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5701,36330459761502604327079,36323829070473949641527,65903363101588839371654
89,2024-04-27 00:00:00.000 UTC,84,1350656020529744163,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6503,14327924615426449175508,14326573959405919431345,58237790822499951878910
86,2024-04-26 00:00:00.000 UTC,66,1708523988910152179,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6435,14907437008153545831415,14905728484164635679236,54333029029119666337462
409,2024-04-25 00:00:00.000 UTC,100,-4149717664541353458,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6635,26426373020023101745500,26430522737687643098958,77279164239016347320664
89,2024-04-24 00:00:00.000 UTC,93,5038591085196728819,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6662,14312937077728947622214,14307898486643750893395,74182198049996868930485
95,2024-04-23 00:00:00.000 UTC,89,-2247786250251804659,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6795,20097221437280995196254,20099469223531247000913,58713711609071242810497
131,2024-04-22 00:00:00.000 UTC,115,262722065080674349,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6591,31776051995162937000899,31775789273097856326550,73359313972898319082435
90,2024-04-21 00:00:00.000 UTC,78,1611377821434721364,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5572,15577971480499413123943,15576360102677978402579,51379424317545264749418
96,2024-04-20 00:00:00.000 UTC,101,-139369873741230465,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6050,23911153783107638296148,23911293152981379526613,58762755055688332599623
90,2024-04-19 00:00:00.000 UTC,95,312384347531907304,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8980,19485250339588972678524,19484937955241440771220,144555893525411757428406
82,2024-04-18 00:00:00.000 UTC,75,1861535326566493391,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7213,13859323819185627409969,13857462283859060916578,96729114182371419240664
88,2024-04-17 00:00:00.000 UTC,75,-2453682473405996634,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7080,14093419807975957194107,14095873490449363190741,103135370051414527338501
99,2024-04-16 00:00:00.000 UTC,94,-1493869114639643760,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8020,17174306537075544879145,17175800406190184522905,117459799701265863493663
128,2024-04-15 00:00:00.000 UTC,129,-265122762932212530,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8632,34134099048725450676076,34134364171488382888606,158563996547065391592548
191,2024-04-14 00:00:00.000 UTC,173,3158229771290180775,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,10197,40312209409679366533025,40309051179908076352250,178524948736871446612203
102,2024-04-13 00:00:00.000 UTC,94,-8290294846024298127,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8750,12380837819591889249667,12389128114437913547794,198580953867743103093877
80,2024-04-12 00:00:00.000 UTC,76,-60892673039630394551,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7968,11065706328155156699651,11126599001194787094202,171904668270648672543171
70,2024-04-11 00:00:00.000 UTC,64,55731437996095008200,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6802,19723748479533343841862,19668017041537248833662,149868672626922965799978
79,2024-04-10 00:00:00.000 UTC,75,-53953669992385402795,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7042,12661156251867443113531,12715109921859828516326,126042538997016088396702
70,2024-04-09 00:00:00.000 UTC,62,17425350260009889448,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6665,8275141185532656803697,8257715835272646914249,147227119213383612724911
133,2024-04-08 00:00:00.000 UTC,121,-14030451816574013258,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6809,22565897302462743931941,22579927754279317945199,144236638433600086287587
65,2024-04-07 00:00:00.000 UTC,74,58654410675619247925,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5552,17288092433372489479181,17229438022696870231256,93835325596009987107262
68,2024-04-06 00:00:00.000 UTC,65,1096371672762444195,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5378,15607994871796752011241,15606898500123989567046,33751044453306273723378
102,2024-04-05 00:00:00.000 UTC,101,-925608472343146757,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6710,19660315067614151528358,19661240676086494675115,87500895170732953069195
58,2024-04-04 00:00:00.000 UTC,50,-6117013684881275335,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6150,7199195393602102450905,7205312407286983726240,67667691368256576169044
67,2024-04-03 00:00:00.000 UTC,65,1943529728884973268,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6424,17095669204440944697702,17093725674712059724434,76185904823956275035484
102,2024-04-02 00:00:00.000 UTC,103,10792832458931605314,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8225,12903712076640875944459,12892919244181944339145,115437767414578636424190
107,2024-04-01 00:00:00.000 UTC,100,-7834723145579398952,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7031,20327737126049102644486,20335571849194682043438,80623754603017465013197
59,2024-03-31 00:00:00.000 UTC,47,-51930099188557211893,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6001,7544997974696562475808,7596928073885119687701,49667291684552519399534
54,2024-03-30 00:00:00.000 UTC,51,50160336468177083647,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6271,7080316122487278295115,7030155786019101211468,39912363464383176380936
57,2024-03-29 00:00:00.000 UTC,54,-326050167967382075,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6529,9718667050623732454418,9718993100791699836493,65349858335339354904013
50,2024-03-28 00:00:00.000 UTC,53,2713591000881046624,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6390,11518622332384037488100,11515908741383156441476,75957153376540346389053
72,2024-03-27 00:00:00.000 UTC,69,-2960286190716837212,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6687,11793303351957944093835,11796263638148660931047,100084827737133952583342
78,2024-03-26 00:00:00.000 UTC,75,-3034556102204260524,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6720,13033546387724406031183,13036580943826610291707,116792572941586853118337
108,2024-03-25 00:00:00.000 UTC,104,8340310495330529586,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6920,18150590803275280409961,18142250492779949880375,98023753414902534267540
67,2024-03-24 00:00:00.000 UTC,54,-121774369024960959,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5906,10023603337731785583494,10023725112100810544453,62142510201718736655220
55,2024-03-23 00:00:00.000 UTC,50,534191000279957283,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5632,9234318332856528646594,9233784141856248689311,63560125870203661093946
108,2024-03-22 00:00:00.000 UTC,107,242577408956203813,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7301,11272650791865698239036,11272408214456742035223,145657305190168482469444
84,2024-03-21 00:00:00.000 UTC,78,-256359379777085713,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7133,15423535507680099208533,15423791867059876294246,146501499067748060460780
170,2024-03-20 00:00:00.000 UTC,170,-5878696491484514771,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9907,15962498647202598144838,15968377343694082659609,250792262983556646337431
194,2024-03-19 00:00:00.000 UTC,199,-533900705013361849,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,10075,11089777487290862458481,11090311387995875820330,207587576795755395423094
74,2024-03-18 00:00:00.000 UTC,63,8912880088527002848,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7493,8233732411146675864271,8224819531058148861423,122900369493209593978076
108,2024-03-17 00:00:00.000 UTC,84,-1391916351912857276,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7175,8739553352893363894146,8740945269245276751422,91049951729258878161639
104,2024-03-16 00:00:00.000 UTC,97,997981164197060229,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7564,12872878048866643413939,12871880067702446353710,118506951658117345568564
115,2024-03-15 00:00:00.000 UTC,107,156856759334984130,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9214,5366338083878157497017,5366181227118822512887,258610561858369696034773
77,2024-03-14 00:00:00.000 UTC,69,536808822962887147,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7119,5313878460907199836647,5313341652084236949500,129364380134509350964093
81,2024-03-13 00:00:00.000 UTC,79,-793174693539194745,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5881,8303231871669824566596,8304025046363363761341,90293465194887976415768
68,2024-03-12 00:00:00.000 UTC,63,-5821672395768273352,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6050,4661420491829805574494,4667242164225573847846,131444509164296964385403
89,2024-03-11 00:00:00.000 UTC,81,2217005590461566529,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5991,9722633388881985052643,9720416383291523486114,111656998538850851350920
43,2024-03-10 00:00:00.000 UTC,48,-27133928191335960074,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5469,5205584100541379451595,5232718028732715411669,78432572771176019600393
56,2024-03-09 00:00:00.000 UTC,47,9131259518624843002,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5232,3556514444506617509975,3547383184987992666973,36997715694806588079874
67,2024-03-08 00:00:00.000 UTC,67,-2809643351175064152,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5586,1527242344387157651930,1530051987738332716082,82131868518733659943669
48,2024-03-07 00:00:00.000 UTC,39,-2025703887142362996,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5430,1794084048854692238040,1796109752741834601036,94019387635248391358755
84,2024-03-06 00:00:00.000 UTC,70,2379840220464519948,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7207,7238998175955763559532,7236618335735299039584,173519430865129326792096
113,2024-03-05 00:00:00.000 UTC,93,-2554619603688490047,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7136,2014503242935251758363,2017057862538940248410,180279167334019122548568
86,2024-03-04 00:00:00.000 UTC,61,-11572698489258100392,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5467,2052620653102174923088,2064193351591433023480,90428382794513344791728
51,2024-03-03 00:00:00.000 UTC,45,2048155881557965428,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5172,7480987600828248910762,7478939444946690945334,79243370589766084821077
46,2024-03-02 00:00:00.000 UTC,39,5325564333682538539,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5298,5097152030631485189370,5091826466297802650831,66740923971813396353037
43,2024-03-01 00:00:00.000 UTC,34,-19144919782134918420,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6357,3207895106854734942951,3227040026636869861371,83161981786645246140727
